source_website,search_url,detail_url,title,project_name,developer,posted_on,price,area,configurations,total_units,ownership,approved_by,rera_registered,location,bhk,property_type,transaction_type,possession_status,description,amenities,agent_or_builder,seller_type
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/godrej-woodland-by-godrej-properties-limited-in-sarjapur-road-bangalore-pjid-32448/,Godrej Woodland,Godrej Woodland,Godrej Properties Limited,,35 - 70 Lac,,Residential Plot,,,,Yes,"Sarjapur Road, Bangalore",,Plot,New Project,Upcoming Projects,Own a plot at Godrej Woodland with word class amenities at the price of an apartment and build your dream Villa at your own convenience.,,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/purva-coronation-square-apartment-by-purvankara-in-jp-nagar-bangalore/,Purva Coronation Square,Purva Coronation Square,Puravankara Limited,,2 - 2.50 Cr.,,"3, 4 BHK Apartment",40,,,Yes,"J. P. Nagar, Bangalore",4,Apartment,New Project,Ongoing Projects,"PURVA CORONATION SQUARE - LUXURY APARTMENTS IN JP NAGAR, BANGALORE A taste of the privileged life. Puravankara brings you a new world of luxury with C...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/provident-park-square-by-provident-housing-ltd-in-kanakapura-road-bangalore-pjid-25857/,Provident Park Square,Provident Park Square,Provident Housing Ltd,,29.99 Lac - 1.12 Cr.,,"1, 2, 3 BHK Apartment",2082,,,Yes,"Kanakapura Road, Bangalore",3,Apartment,New Project,Ongoing Projects,WHAT IS Provident Park Square ?Provident Park Square is a recently launched world-class residential project located in the prime area of Judicial Layo...,,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/casagrand-moondance-in-kumbalgodu-bangalore-pjid-64150/,Casagrand Moondance,Casagrand Moondance,,,73 Lac - 1.35 Cr.,,"2, 3 BHK Apartment",504,,,Yes,"Kumbalgodu, Bangalore",3,Apartment,New Project,Upcoming Projects,"Casagrand Moondance is designed for a life with more space and less adjusting. Thoughtfully planned around open spaces, natural light, and low-density...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/casagrand-casablanca-phase-2-by-casagrand-premier-builder-limited-in-kanakapura-road-bangalore-pjid-63894/,Casagrand Casablanca Phase 2,Casagrand Casablanca Phase 2,Casagrand Premier Builder Limited,,1.20 - 3.37 Cr.,,"2, 3, 4, 5 BHK Apartment",,,,,"Kanakapura Road, Bangalore",5,Apartment,New Project,Upcoming Projects,"Casagrand Casablanca Phase 2” is a premium Roman-themed residential community offering luxurious 2, 3, 4 & 5 BHK homes on Kanakapura Road, B...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/mylari-arkavathy-in-kanakapura-road-bangalore-pjid-63863/,Mylari Arkavathy,Mylari Arkavathy,,,42.90 Lac,,Residential Plot,,,,,"Kanakapura Road, Bangalore",,Plot,New Project,Ready to Move,"Mylari Arkavathy Plots – Kanakapura Road, BangaloreMylari Arkavathy is a residential plotting development located on Kanakapura Road, South Bang...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/vaibhav-pride-in-basaveshwara-nagar-bangalore-pjid-63325/,Vaibhav Pride,Vaibhav Pride,,,2.20 Cr.,,3 BHK Apartment,12,,,Yes,"Basaveshwara Nagar, Bangalore",3,Apartment,New Project,Ready to Move,"It is currently Ready to Move. Available configurations include 3 BHK. As per the area plan, units are in the size range of 1300.0 - 1310.0 sq.ft.. Va...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/balaji-svasti-in-bannerghatta-road-bangalore-pjid-63280/,Balaji Svasti,Balaji Svasti,,,82 Lac,,3 BHK Apartment,8,,,,"Bannerghatta Road, Bangalore",3,Apartment,New Project,Ready to Move,"These units are a perfect combination of comfort and style, specifically designed to suit your requirements and conveniences. There are 3BHK apartment...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/foyer-infinity-in-itpl-bangalore-pjid-63265/,Foyer Infinity,Foyer Infinity,,,85 Lac,,2 BHK Apartment,231,,,,"ITPL, Bangalore",2,Apartment,New Project,Ready to Move,"These units are a perfect combination of comfort and style, specifically designed to suit your requirements and conveniences. There are 2BHK apartment...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/sowparnika-shivadhanush-in-hoskote-bangalore-pjid-63244/,Sowparnika Shivadhanush,Sowparnika Shivadhanush,,,95 Lac,,3 BHK Apartment,,,,Yes,"Hoskote, Bangalore",3,Apartment,New Project,Ready to Move,"Sowparnika Shivadhanush starting at ? 2 BHK 62 * Lackhs Onwords Offers breathtaking studio apartments of 1 Bhk, 2 Bhk and 3 Bhk with Pre EMI Holiday, ...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/mana-vista-in-sarjapur-bangalore-pjid-63221/,Mana Vista,Mana Vista,,,1.27 Cr.,,3 BHK Apartment,440,,,Yes,"Sarjapur, Bangalore",3,Apartment,New Project,Upcoming Projects,"MANA Vista is Sarjapur’s new park-centric landmark, an five-acre sanctuary where architecture yields to nature. Here, Vastu-aligned 3 BHK reside...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/mana-jardin-neo-in-sarjapur-bangalore-pjid-63234/,Mana Jardin Neo,Mana Jardin Neo,,,,,"3, 4, 5 BHK Apartment",82,,,Yes,"Sarjapur, Bangalore",5,Apartment,New Project,Upcoming Projects,"Where Iconic Design Meets Elevated LivingMANA Jardin Neo is an ultra-luxury residential enclave in the heart of Bangalore’s Golden Triangle, env...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/daintree-by-mana-in-sarjapur-road-bangalore-pjid-63239/,Daintree By Mana,Daintree By Mana,,,2.76 Cr.,,4 BHK Apartment,,,,Yes,"Sarjapur Road, Bangalore",4,Apartment,New Project,Upcoming Projects,"Where Nature, Design, And Technology Live As OneReturn to an organic way of life with Daintree by MANA, an elite enclave of 50+ luxury villas. E...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/slv-splendour-in-anjanapura-bangalore-pjid-63181/,Slv Splendour,Slv Splendour,,,1.35 Cr.,,3 BHK Apartment,184,,,,"Anjanapura, Bangalore",3,Apartment,New Project,Ready to Move,Give into the sublime concept of Life is beautiful at SLV Splendour. A lavish Address that brings all happy emotions under one roof for a defining mom...,,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/yash-elite-spaces-in-sarjapur-bangalore-pjid-63074/,Yash Elite Spaces,Yash Elite Spaces,,,2.29 Cr.,,4 BHK Apartment,,,,Yes,"Sarjapur, Bangalore",4,Apartment,New Project,Ready to Move,Each villa within this project is an ideal example of architectural finesse and contemporary design. The landscape is meticulously planned to create a...,,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/bren-zahara-in-hsr-layout-bangalore-pjid-63075/,Bren Zahara,Bren Zahara,,,2.30 Cr.,,3 BHK Apartment,,,,Yes,"HSR Layout, Bangalore",3,Apartment,New Project,Ready to Move,"Bren Zahara offers luxurious 3 BHK apartments located off Sarjapur Road, with sizes ranging from 1668 to 1792 sq.ft. The project features two clubhous...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/oakstone-sn-celeste-in-hosa-road-bangalore-pjid-62902/,Oakstone Sn Celeste,Oakstone Sn Celeste,,,1.15 - 1.65 Cr.,,"2, 3 BHK Apartment",,,,Yes,"Hosa Road, Bangalore",3,Apartment,New Project,Upcoming Projects,"Why Oakstone is Your Perfect Home!Situated along the prime Hosur Highway Road, Oakstone SN Celeste provides an entryway to an integrated lifestyle in ...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/living-walls-true-north-in-hennur-road-bangalore-pjid-62908/,Living Walls True North,Living Walls True North,,,4.14 Cr.,,4 BHK Apartment,82,,,Yes,"Hennur Road, Bangalore",4,Apartment,New Project,Upcoming Projects,"True North by Livingwalls , situated off Byrathi, is a landmark residential project offering modern living spaces with eco-friendly features. Spread a...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/vg-royal-enclave-in-2nd-block-hbr-layout-bangalore-pjid-62915/,Vg Royal Enclave,Vg Royal Enclave,,,83.22 Lac,,2 BHK Apartment,,,,Yes,"2nd Block, HBR Layout, Bangalore",2,Apartment,New Project,Upcoming Projects,VG Royal Enclave enjoys excellent access other prominent areas of the city. The strategic location makes it an attractive choice for both homeowners a...,,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/assetz-ren-and-rei-in-sarjapur-bangalore-pjid-62744/,Assetz Ren And Rei,Assetz Ren And Rei,,,2 Cr.,,3 BHK Apartment,,,,Yes,"Sarjapur, Bangalore",3,Apartment,New Project,Upcoming Projects,"Experience Ultra-Luxury Living at Assetz Ren & Rei – Rayasandra, South Bangalore.Welcome to Assetz Ren & Rei, an exclusive ultra-luxury ...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/rv-highway-enclave-in-ramasagara-village-bangalore-pjid-62746/,Rv Highway Enclave,Rv Highway Enclave,,,5.76 Cr.,,Commercial Lands /Inst. Land,,,,,"Ramasagara Village, Bangalore",,Land,New Project,Ready to Move,"A Place For Peaceful LivingAt RV Highway Enclave, you'll discover a unique blend of modern living and a peaceful atmosphere. Stroll through beautifull...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/prestige-autumn-leaves-in-devanahalli-bangalore-pjid-62625/,Prestige Autumn Leaves,Prestige Autumn Leaves,,,80 Lac,,Residential Plot,,,,,"Devanahalli, Bangalore",,Plot,New Project,Ready to Move,"Prestige Autumn Leaves is a premium pre-launch plotted development by Prestige Group, located on IVC Road in North Bangalore. Spanning around 40 acres...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/assetz-66-and-shibui-in-whitefield-bangalore-pjid-62630/,Assetz 66 And Shibui,Assetz 66 And Shibui,,,4 Cr.,,4 BHK Apartment,,,,Yes,"Whitefield, Bangalore",4,Apartment,New Project,Upcoming Projects,"This boutique residential high-rise in Whitefield is home to a collection of unique signature residences, inspired by the mystical Japanese aesthetic ...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/godrej-shettigere-in-shettigere-bangalore-pjid-62429/,Godrej Shettigere,Godrej Shettigere,,,1.18 Cr.,,2 BHK Apartment,,,,,"Shettigere, Bangalore",2,Apartment,New Project,Upcoming Projects,"Shettigere, located near Devanahalli in North Bangalore, is an emerging residential area known for its proximity to Kempegowda International Airport. ...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/avanthi-vista-in-hosur-road-bangalore-pjid-62454/,Avanthi Vista,Avanthi Vista,,,31.50 Lac,,Residential Plot,,,,,"Hosur Road, Bangalore",,Plot,New Project,Ready to Move,"This project is a perfect combination of comfort and style, specifically designed to suit your requirements and conveniences. This housing society is ...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/sumadhura-z-hub-in-itpl-bangalore-pjid-62424/,Sumadhura Z Hub,Sumadhura Z Hub,,,2 Cr.,,3 BHK Apartment,,,,Yes,"ITPL, Bangalore",3,Apartment,New Project,Upcoming Projects,"SST Z-Hub by Sumadhura offers a seamless blend of co-living, retail, and co-working spaces, providing an unmatched experience for residents, entrepreneurs, and investors alike.",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/vallabha-jaganath-skn-in-guddadahalli-bangalore-pjid-62284/,Vallabha Jaganath Skn,Vallabha Jaganath Skn,,,90 Lac,,3 BHK Apartment,,,,Yes,"Guddadahalli, Bangalore",3,Apartment,New Project,Ready to Move,"It offers apartments in varied budget range. These units are a perfect combination of comfort and style, specifically designed to suit your requiremen...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/sizzle-white-willows-in-bidarahalli-bangalore-pjid-62286/,Sizzle White Willows,Sizzle White Willows,,,1.80 Cr.,,Residential Plot,,,,,"Bidarahalli, Bangalore",,Plot,New Project,Ready to Move,"Welcome to an exclusive address truly fitting the lifestyle you deserve. Sizzle White Willows is a secure, exclusive and impeccably planned developmen...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/the-akshara-valley-address-in-kengeri-bangalore-pjid-62250/,The Akshara Valley Address,The Akshara Valley Address,,,1.17 Cr.,,Residential Plot,,,,Yes,"Kengeri, Bangalore",,Plot,New Project,Ready to Move,"The Akshara Valley Address in Mysore Road, Bangalore, one of the upcoming under-construction housing societies in Bangalore West. This society will ha...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/aishwarya-aerocity-in-rajanukunte-bangalore-pjid-62224/,Aishwarya Aerocity,Aishwarya Aerocity,,,99 Lac,,Residential Plot,,,,,"Rajanukunte, Bangalore",,Plot,New Project,Ready to Move,"This project is a perfect combination of comfort and style, specifically designed to suit your requirements and conveniences. This housing socie...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/sobha-chartered-birdsong-in-rajankunte-bangalore-pjid-62002/,Sobha Chartered Birdsong,Sobha Chartered Birdsong,,,1.35 Cr.,,2 BHK Apartment,,,,Yes,"Rajankunte, Bangalore",2,Apartment,New Project,Upcoming Projects,"Sobha Chartered Birdsong – A Luxurious Residential Haven in North BangaloreDeveloped by Sobha Limited, a leading name in India’s real esta...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/the-nashville-in-chandapura-bangalore-pjid-62008/,The Nashville,The Nashville,,,45.04 Lac,,2 BHK Apartment,,,,Yes,"Chandapura, Bangalore",2,Apartment,New Project,Ready to Move,East North Nashville is beautifully crafted by the renowned builder East North Realty Pvt Ltd. It is a splendid Residential development in Chandapura ...,,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/tch-garden-residency-in-11th-cross-rd-bellandur-bangalore-pjid-61967/,Tch Garden Residency,Tch Garden Residency,,,"11th Cross Rd, Bellandur, Bangalore",,2 BHK Apartment,,,,Yes,"11th Cross Rd, Bellandur, Bangalore",2,Apartment,New Project,Ready to Move,There are 2BHK apartments available in this project. This housing society is now ready to be called home as families have started moving in. Che...,,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/falcon-in-sarjapur-bangalore-pjid-61935/,Falcon,Falcon,,,75 Lac,,2 BHK Apartment,,,,Yes,"Sarjapur, Bangalore",2,Apartment,New Project,Ready to Move,"An upcoming residential marvel nestled in the fast developing locality of Bangalore. Boasting a perfect blend of modern architecture, exquisite design...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/birla-evara-in-sarjapur-road-bangalore-pjid-61937/,Birla Evara,Birla Evara,,,1.77 Cr.,,3 BHK Apartment,,,,Yes,"Sarjapur Road, Bangalore",3,Apartment,New Project,Upcoming Projects,"Welcome to Birla Evara Sarjapur Road, Bangalore. An new launch residential project by Birla Estates. Offering 3 & 4 BHK apartments for sale in Sar...",,,
